writeback_id,tap_id,tap_type_id,tap_class,target,artifact_ref,status,created_at,landed_at,reviewer_email,batched
WBK000041,TAP000058,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-19T14:13:00,2026-02-19T14:13:00,,true
WBK000042,TAP000059,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-20T03:46:00,2026-02-20T03:46:00,,true
WBK000043,TAP000061,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-24T23:07:00,2026-02-24T23:07:00,,true
WBK000044,TAP000063,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-11T00:30:00,2026-02-11T00:30:00,,true
WBK000045,TAP000065,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-09T13:51:00,2026-02-09T13:51:00,,true
WBK000046,TAP000066,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-07T22:09:00,2026-02-07T22:09:00,,true
WBK000047,TAP000070,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-18T19:17:00,2026-02-18T19:17:00,,true
WBK000048,TAP000072,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-15T22:38:00,2026-02-15T22:38:00,,true
WBK000049,TAP000073,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-07T10:50:00,2026-02-07T10:50:00,,true
WBK000050,TAP000074,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-01T10:31:00,2026-03-01T10:31:00,,true
WBK000051,TAP000076,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-17T18:44:00,2026-02-17T18:44:00,,true
WBK000052,TAP000078,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-03T18:18:00,2026-02-03T18:18:00,,true
WBK000053,TAP000080,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-09T14:49:00,2026-02-09T14:49:00,,true
WBK000054,TAP000083,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-04T14:35:00,2026-02-04T14:35:00,,true
WBK000055,TAP000085,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-04T00:21:00,2026-02-04T00:21:00,,true
WBK000056,TAP000088,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-27T16:12:00,2026-02-27T16:12:00,,true
WBK000057,TAP000089,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-28T17:21:00,2026-02-28T17:21:00,,true
WBK000058,TAP000090,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-02-25T19:24:00,2026-02-25T19:24:00,,true
WBK000059,TAP000091,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-21T15:39:00,2026-03-21T15:39:00,,true
WBK000060,TAP000093,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-06T09:05:00,2026-03-06T09:05:00,,true
WBK000061,TAP000096,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-13T19:25:00,2026-03-13T19:25:00,,true
WBK000062,TAP000097,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-15T17:50:00,2026-03-15T17:50:00,,true
WBK000063,TAP000098,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-20T10:13:00,2026-03-20T10:13:00,,true
WBK000064,TAP000100,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-10T13:36:00,2026-03-10T13:36:00,,true
WBK000065,TAP000101,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-16T10:29:00,2026-03-16T10:29:00,,true
WBK000066,TAP000102,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-15T18:02:00,2026-03-15T18:02:00,,true
WBK000067,TAP000103,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-24T18:04:00,2026-03-24T18:04:00,,true
WBK000068,TAP000104,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-20T15:19:00,2026-03-20T15:19:00,,true
WBK000069,TAP000105,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-09T15:46:00,2026-03-09T15:46:00,,true
WBK000070,TAP000106,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-08T10:18:00,2026-03-08T10:18:00,,true
WBK000071,TAP000107,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-17T15:07:00,2026-03-17T15:07:00,,true
WBK000072,TAP000108,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-04T13:15:00,2026-03-04T13:15:00,,true
WBK000073,TAP000109,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-05T17:48:00,2026-03-05T17:48:00,,true
WBK000074,TAP000111,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-28T16:49:00,2026-03-28T16:49:00,,true
WBK000075,TAP000114,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-14T11:01:00,2026-03-14T11:01:00,,true
WBK000076,TAP000115,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-25T16:07:00,2026-03-25T16:07:00,,true
WBK000077,TAP000117,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-13T19:22:00,2026-03-13T19:22:00,,true
WBK000078,TAP000118,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-03-02T16:04:00,2026-03-02T16:04:00,,true
WBK000079,TAP000120,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-24T20:16:00,2026-03-24T20:16:00,,true
WBK000080,TAP000123,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-28T17:59:00,2026-03-28T17:59:00,,true
WBK000081,TAP000124,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-08T21:26:00,2026-03-08T21:26:00,,true
WBK000082,TAP000126,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-31T14:48:00,2026-03-31T14:48:00,,true
WBK000083,TAP000127,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-23T12:11:00,2026-03-23T12:11:00,,true
WBK000084,TAP000128,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-27T12:56:00,2026-03-27T12:56:00,,true
WBK000085,TAP000129,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-14T12:31:00,2026-03-14T12:31:00,,true
WBK000086,TAP000130,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-12T23:31:00,2026-03-12T23:31:00,,true
WBK000087,TAP000131,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-03T09:32:00,2026-03-03T09:32:00,,true
WBK000088,TAP000133,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-16T19:09:00,2026-03-16T19:09:00,,true
WBK000089,TAP000134,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-08T20:31:00,2026-03-08T20:31:00,,true
WBK000090,TAP000135,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-19T02:23:00,2026-03-19T02:23:00,,true
WBK000091,TAP000137,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-26T14:18:00,2026-03-26T14:18:00,,true
WBK000092,TAP000138,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-22T15:41:00,2026-03-22T15:41:00,,true
WBK000093,TAP000144,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-06T20:59:00,2026-03-06T20:59:00,,true
WBK000094,TAP000146,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-01T15:35:00,2026-03-01T15:35:00,,true
WBK000095,TAP000154,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-24T14:52:00,2026-03-24T14:52:00,,true
WBK000096,TAP000157,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-28T18:47:00,2026-03-28T18:47:00,,true
WBK000097,TAP000158,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-02T12:35:00,2026-03-02T12:35:00,,true
WBK000098,TAP000159,charge_capture_variance,tactical,override_table,tapiq_overrides.charge_variance_notes,applied,2026-03-17T18:14:00,2026-03-17T18:14:00,,true
WBK000099,TAP000161,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-16T13:55:00,2026-03-16T13:55:00,,true
WBK000100,TAP000162,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-16T18:46:00,2026-03-16T18:46:00,,true
WBK000101,TAP000164,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-30T12:59:00,2026-03-30T12:59:00,,true
WBK000102,TAP000166,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-06T14:36:00,2026-03-06T14:36:00,,true
WBK000103,TAP000167,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-16T16:01:00,2026-03-16T16:01:00,,true
WBK000104,TAP000168,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-06T20:26:00,2026-03-06T20:26:00,,true
WBK000105,TAP000169,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-23T19:36:00,2026-03-23T19:36:00,,true
WBK000106,TAP000170,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-17T10:03:00,2026-03-17T10:03:00,,true
WBK000107,TAP000171,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-20T13:51:00,2026-03-20T13:51:00,,true
WBK000108,TAP000172,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-23T10:13:00,2026-03-23T10:13:00,,true
WBK000109,TAP000173,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-19T18:37:00,2026-03-19T18:37:00,,true
WBK000110,TAP000174,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-01T18:44:00,2026-03-01T18:44:00,,true
WBK000111,TAP000175,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-14T12:16:00,2026-03-14T12:16:00,,true
WBK000112,TAP000176,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-29T12:28:00,2026-03-29T12:28:00,,true
WBK000113,TAP000177,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-22T17:17:00,2026-03-22T17:17:00,,true
WBK000114,TAP000178,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-03-22T17:34:00,2026-03-22T17:34:00,,true
WBK000115,TAP000179,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-13T16:04:00,2026-04-13T16:04:00,,true
WBK000116,TAP000180,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-02T09:09:00,2026-04-02T09:09:00,,true
WBK000117,TAP000181,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-04T16:29:00,2026-04-04T16:29:00,,true
WBK000118,TAP000182,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-08T15:40:00,2026-04-08T15:40:00,,true
WBK000119,TAP000183,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-29T13:00:00,2026-04-29T13:00:00,,true
WBK000120,TAP000185,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-02T09:55:00,2026-04-02T09:55:00,,true
WBK000121,TAP000186,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-09T13:54:00,2026-04-09T13:54:00,,true
WBK000122,TAP000187,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-18T17:46:00,2026-04-18T17:46:00,,true
WBK000123,TAP000188,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-19T12:49:00,2026-04-19T12:49:00,,true
WBK000124,TAP000189,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-18T08:49:00,2026-04-18T08:49:00,,true
WBK000125,TAP000191,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-08T15:59:00,2026-04-08T15:59:00,,true
WBK000126,TAP000192,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-10T16:26:00,2026-04-10T16:26:00,,true
WBK000127,TAP000193,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-17T13:32:00,2026-04-17T13:32:00,,true
WBK000128,TAP000194,denial_reason_classification,tactical,override_table,tapiq_overrides.denial_reason_category,applied,2026-04-27T14:42:00,2026-04-27T14:42:00,,true
WBK000129,TAP000196,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-04-27T08:58:00,2026-04-27T08:58:00,,true
WBK000130,TAP000197,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-04-15T15:35:00,2026-04-15T15:35:00,,true
WBK000131,TAP000198,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-04-25T15:42:00,2026-04-25T15:42:00,,true
WBK000132,TAP000199,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-04-01T11:37:00,2026-04-01T11:37:00,,true
WBK000133,TAP000200,encounter_type_mapping,tactical,override_table,tapiq_overrides.visit_type_map,applied,2026-04-21T12:52:00,2026-04-21T12:52:00,,true
WBK000134,TAP000204,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1334,merged,2026-04-09T10:51:00,2026-04-10T06:14:00,dpalmer@northharbor.health,true
WBK000135,TAP000205,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1335,merged,2026-04-18T19:20:00,2026-04-20T03:16:00,dpalmer@northharbor.health,true
WBK000136,TAP000207,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1336,merged,2026-04-30T14:09:00,2026-04-30T22:39:00,egarrido@northharbor.health,true
WBK000137,TAP000210,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1337,merged,2026-04-20T17:54:00,2026-04-21T03:03:00,swhitaker@northharbor.health,true
WBK000138,TAP000211,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1338,merged,2026-04-07T23:15:00,2026-04-09T12:09:00,egarrido@northharbor.health,true
WBK000139,TAP000213,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1339,merged,2026-04-01T22:57:00,2026-04-03T11:37:00,hyusuf@northharbor.health,true
WBK000140,TAP000214,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1340,merged,2026-04-21T15:05:00,2026-04-23T08:06:00,swhitaker@northharbor.health,true
WBK000141,TAP000215,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1341,merged,2026-04-02T11:39:00,2026-04-03T14:46:00,dpalmer@northharbor.health,true
WBK000142,TAP000216,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1342,open,2026-04-20T12:49:00,,dpalmer@northharbor.health,true
WBK000143,TAP000218,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1343,merged,2026-04-11T18:22:00,2026-04-12T05:43:00,hyusuf@northharbor.health,true
WBK000144,TAP000220,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1344,merged,2026-04-14T06:42:00,2026-04-14T16:45:00,egarrido@northharbor.health,true
WBK000145,TAP000221,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1345,merged,2026-04-16T18:11:00,2026-04-17T13:33:00,swhitaker@northharbor.health,true
WBK000146,TAP000225,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1346,merged,2026-04-05T13:05:00,2026-04-06T18:24:00,hyusuf@northharbor.health,true
WBK000147,TAP000227,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1347,merged,2026-04-19T16:54:00,2026-04-20T13:42:00,mkeller@northharbor.health,true
WBK000148,TAP000228,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1348,merged,2026-04-21T18:56:00,2026-04-22T09:31:00,mkeller@northharbor.health,true
WBK000149,TAP000232,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1349,merged,2026-04-16T12:10:00,2026-04-18T02:41:00,hyusuf@northharbor.health,true
WBK000150,TAP000233,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1350,merged,2026-04-01T21:56:00,2026-04-02T11:49:00,dpalmer@northharbor.health,true
WBK000151,TAP000235,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1351,merged,2026-04-27T20:03:00,2026-04-29T00:58:00,mkeller@northharbor.health,true
WBK000152,TAP000237,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1352,merged,2026-04-17T19:06:00,2026-04-18T15:21:00,hyusuf@northharbor.health,true
WBK000153,TAP000238,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1353,merged,2026-04-05T16:02:00,2026-04-06T01:24:00,hyusuf@northharbor.health,true
WBK000154,TAP000239,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1354,merged,2026-04-25T16:12:00,2026-04-26T11:03:00,egarrido@northharbor.health,true
WBK000155,TAP000240,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1355,merged,2026-04-28T13:02:00,2026-04-30T05:35:00,dpalmer@northharbor.health,true
WBK000156,TAP000241,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1356,merged,2026-04-21T12:45:00,2026-04-22T19:33:00,ptran@northharbor.health,true
WBK000157,TAP000243,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1357,merged,2026-04-15T12:18:00,2026-04-16T01:15:00,dpalmer@northharbor.health,true
WBK000158,TAP000244,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1358,merged,2026-04-16T16:50:00,2026-04-17T22:31:00,ptran@northharbor.health,true
WBK000159,TAP000249,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1359,merged,2026-04-25T12:57:00,2026-04-26T05:50:00,mkeller@northharbor.health,true
WBK000160,TAP000250,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1360,open,2026-04-03T18:09:00,,hyusuf@northharbor.health,true
WBK000161,TAP000251,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1361,merged,2026-04-09T03:16:00,2026-04-09T07:56:00,ptran@northharbor.health,true
WBK000162,TAP000253,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1362,closed,2026-04-09T15:50:00,,ptran@northharbor.health,true
WBK000163,TAP000254,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1363,merged,2026-04-08T12:09:00,2026-04-09T21:13:00,hyusuf@northharbor.health,true
WBK000164,TAP000256,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1364,merged,2026-04-02T15:17:00,2026-04-04T07:27:00,dpalmer@northharbor.health,true
WBK000165,TAP000257,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1365,open,2026-04-13T11:05:00,,hyusuf@northharbor.health,true
WBK000166,TAP000258,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1366,merged,2026-04-26T16:01:00,2026-04-28T08:10:00,ptran@northharbor.health,true
WBK000167,TAP000259,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1367,closed,2026-04-30T11:46:00,,swhitaker@northharbor.health,true
WBK000168,TAP000260,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1368,merged,2026-04-10T19:07:00,2026-04-10T22:10:00,dpalmer@northharbor.health,true
WBK000169,TAP000261,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1369,merged,2026-04-27T14:33:00,2026-04-28T10:19:00,mkeller@northharbor.health,true
WBK000170,TAP000264,phi_column_classification,tactical,metadata_patch,northharbor/dbt-healthcare-analytics#1370,merged,2026-04-16T22:11:00,2026-04-17T06:09:00,hyusuf@northharbor.health,true
